Timestamp,F3 Value,F3 Quality,FC5 Value,5C5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,X Value,Y Value,Z Value
2018-09-04 14:13:30.986993,-45,0,-113,0,-111,0,-121,0,-129,0,-127,0,2,0,276,0,722,0,-100,0,12,0,3,0,-85,0,22,23,?
2018-09-04 14:13:30.987967,-55,0,-96,0,-110,0,-118,0,-92,0,-90,0,-125,0,-247,0,-430,0,-108,0,-187,0,-149,0,-37,0,20,24,?
2018-09-04 14:13:30.988975,-51,0,-95,0,-108,0,-114,0,-90,0,-88,0,-119,0,-221,0,-337,0,-100,0,-174,0,-139,0,-46,0,20,24,?
2018-09-04 14:13:30.989971,-56,0,-99,0,-111,0,-111,0,-91,0,-81,0,-117,0,-209,0,-100,0,-98,0,-183,0,-144,0,-45,0,20,24,?
2018-09-04 14:13:30.990966,-57,0,-102,0,-115,0,-117,0,-91,0,-94,0,-131,0,-243,0,-117,0,-97,0,-203,0,-152,0,-40,0,20,24,?
2018-09-04 14:13:30.991967,-67,0,-93,0,-116,0,-122,0,-90,0,-100,0,-168,0,-309,0,-432,0,-101,0,-234,0,-180,0,-61,0,20,24,?
2018-09-04 14:13:30.992960,-71,0,-95,0,-112,0,-106,0,-92,0,-79,0,-144,0,-261,0,-470,0,-108,0,-223,0,-163,0,-59,0,20,24,?
2018-09-04 14:13:30.993972,-75,0,-99,0,-105,0,-101,0,-91,0,-84,0,-136,0,-253,0,-361,0,-108,0,-224,0,-157,0,-48,0,20,24,?
2018-09-04 14:13:30.994964,-68,0,-95,0,-114,0,-88,0,-91,0,-89,0,-138,0,-252,0,-233,0,-104,0,-219,0,-161,0,-48,0,20,24,?
2018-09-04 14:13:30.995971,-56,0,-89,0,-119,0,-83,0,-94,0,-78,0,-102,0,-180,0,-133,0,-104,0,-184,0,-129,0,-39,0,20,24,?
2018-09-04 14:13:31.005613,-56,0,-94,0,-108,0,-95,0,-90,0,-80,0,-104,0,-196,0,-268,0,-98,0,-185,0,-127,0,-38,0,20,24,?
2018-09-04 14:13:31.011994,-45,0,-109,0,-108,0,-78,0,-85,0,-77,0,-92,0,-167,0,-247,0,-95,0,-170,0,-115,0,-31,0,20,24,?
2018-09-04 14:13:31.021299,-41,0,-102,0,-109,0,-84,0,-91,0,-85,0,-76,0,-134,0,-80,0,-100,0,-153,0,-102,0,-30,0,20,24,?
2018-09-04 14:13:31.027043,-51,0,-94,0,-108,0,-100,0,-95,0,-91,0,-96,0,-186,0,-45,0,-94,0,-166,0,-119,0,-42,0,20,24,?
2018-09-04 14:13:31.034983,-51,0,-98,0,-112,0,-89,0,-92,0,-80,0,-96,0,-178,0,-114,0,-94,0,-167,0,-122,0,-44,0,21,24,?
2018-09-04 14:13:31.042983,-46,0,-96,0,-114,0,-93,0,-90,0,-80,0,-89,0,-161,0,-248,0,-99,0,-161,0,-120,0,-39,0,21,24,?
2018-09-04 14:13:31.050971,-36,0,-100,0,-116,0,-93,0,-93,0,-81,0,-83,0,-145,0,-177,0,-92,0,-143,0,-107,0,-30,0,21,24,?
2018-09-04 14:13:31.058968,-45,0,-100,0,-114,0,-93,0,-96,0,-83,0,-89,0,-141,0,35,0,-93,0,-151,0,-109,0,-37,0,21,24,?
2018-09-04 14:13:31.066973,-49,0,-93,0,-109,0,-92,0,-87,0,-84,0,-91,0,-148,0,98,0,-96,0,-157,0,-111,0,-43,0,21,24,?
2018-09-04 14:13:31.074969,-35,0,-96,0,-112,0,-79,0,-79,0,-75,0,-71,0,-116,0,-17,0,-89,0,-136,0,-89,0,-29,0,21,24,?
2018-09-04 14:13:31.082968,-41,0,-94,0,-116,0,-87,0,-87,0,-82,0,-83,0,-129,0,-198,0,-93,0,-147,0,-99,0,-33,0,21,24,?
2018-09-04 14:13:31.090006,-44,0,-91,0,-112,0,-84,0,-95,0,-89,0,-84,0,-135,0,-102,0,-101,0,-149,0,-101,0,-38,0,21,24,?
2018-09-04 14:13:31.098109,-64,0,-97,0,-115,0,-98,0,-93,0,-81,0,-109,0,-209,0,33,0,-99,0,-189,0,-147,0,-51,0,21,24,?
2018-09-04 14:13:31.106004,-64,0,-97,0,-115,0,-98,0,-93,0,-81,0,-109,0,-209,0,33,0,-99,0,-189,0,-147,0,-51,0,21,24,?
2018-09-04 14:13:31.114035,-36,0,-87,0,-109,0,-76,0,-98,0,-69,0,-67,0,-129,0,-102,0,-94,0,-149,0,-102,0,-26,0,21,24,?
2018-09-04 14:13:31.122003,-20,0,-88,0,-104,0,-66,0,-91,0,-66,0,-58,0,-82,0,-167,0,-84,0,-123,0,-76,0,-26,0,21,24,?
2018-09-04 14:13:31.130006,-26,0,-99,0,-112,0,-70,0,-89,0,-53,0,-50,0,-75,0,59,0,-88,0,-122,0,-83,0,-27,0,21,24,?
2018-09-04 14:13:31.138997,-26,0,-96,0,-112,0,-69,0,-88,0,-54,0,-34,0,-57,0,305,0,-91,0,-113,0,-72,0,-23,0,21,24,?
2018-09-04 14:13:31.145970,-22,0,-91,0,-113,0,-68,0,-85,0,-67,0,-53,0,-71,0,164,0,-90,0,-113,0,-72,0,-32,0,21,24,?
2018-09-04 14:13:31.153965,-16,0,-84,0,-120,0,-62,0,-89,0,-67,0,-32,0,-39,0,-16,0,-97,0,-99,0,-58,0,-27,0,21,24,?
2018-09-04 14:13:31.160976,-24,0,-78,0,-112,0,-66,0,-91,0,-71,0,-30,0,-50,0,-38,0,-99,0,-94,0,-55,0,-26,0,21,24,?
